3G,4G,WiFi,Bluetooth,Dual SIM,Touch Screen,Front Camera (in MP),Primary Camera (in MP),Memory (in GB),RAM(in MB),Processor Performance,Battery Power(in mAh),Talk Time (in hrs),Mobile Weight (in g),Screen Height,Screen Width,Price Range
1,1,1,0,0,0,0,2,44,1280,10.0,1392,16,113,8,1,1
0,0,0,0,0,1,9,18,50,2189,7.2,602,16,141,7,5,2
1,1,1,1,0,1,3,8,55,531,1.5,1249,13,140,18,10,0
1,1,1,1,1,0,0,3,12,2331,2.0,531,20,121,18,12,1
0,0,1,0,0,1,1,4,31,794,10.5,1450,9,114,11,5,1
0,0,1,0,0,1,1,8,50,2644,2.8,1342,11,173,7,2,2
1,1,1,1,0,1,5,8,22,1666,0.5,832,20,198,15,4,1
1,1,0,1,0,0,0,0,57,2157,6.0,867,18,159,8,6,1
0,0,1,0,0,0,16,20,44,1196,2.1,1404,5,151,10,6,1
0,0,0,0,1,1,6,7,33,2072,5.4,840,19,150,10,8,2
1,1,0,0,0,0,10,20,42,1590,0.5,1368,14,91,12,0,1
0,0,1,0,1,1,3,12,11,2916,7.2,1927,18,190,16,11,3
0,0,1,0,1,0,7,10,31,3707,1.0,1714,19,120,5,1,3
1,1,0,1,0,1,1,5,10,726,3.0,1201,3,198,11,4,0
1,0,0,1,0,1,4,11,44,3577,4.6,1796,4,184,17,7,3
1,0,1,0,1,0,11,13,28,2627,4.800000000000001,1147,15,158,18,3,2
1,1,1,1,0,1,0,9,20,685,6.8,776,7,146,15,11,0
0,0,0,0,0,1,0,10,33,1693,15.600000000000001,510,5,110,6,2,1
1,1,1,1,1,0,3,7,40,2137,7.199999999999999,1045,12,175,11,8,2
1,1,1,1,1,0,4,20,10,3696,7.2,1497,3,153,9,0,3
1,1,1,1,0,0,0,2,33,3771,1.7999999999999998,1425,9,89,10,3,3
1,1,1,0,0,1,0,20,40,1342,8.8,726,4,94,16,11,0
1,1,1,1,0,0,0,0,20,1379,6.0,1576,16,148,17,1,1
1,1,0,1,1,1,5,6,11,1164,6.300000000000001,714,19,197,15,12,1
0,0,1,0,1,0,1,20,63,908,1.9,1595,6,88,18,13,1
1,1,0,0,0,1,0,0,10,1019,4.0,541,15,127,19,9,1
0,0,0,1,0,0,14,20,29,3685,15.600000000000001,1617,18,113,13,1,3
1,1,0,0,1,0,2,13,5,1470,1.1,1154,12,98,12,0,1
1,0,1,0,0,1,6,11,2,2299,1.0,1638,9,189,19,9,2
1,0,0,1,0,1,0,1,39,999,21.6,1150,11,151,6,2,0
1,1,0,1,0,1,0,10,44,3011,2.3,1254,12,149,7,4,2
1,1,1,1,1,0,2,11,54,3142,2.0,1806,6,117,13,0,3
1,0,0,0,0,1,8,20,12,1543,9.0,603,19,114,7,5,1
1,1,0,0,0,1,7,11,40,3692,8.4,1834,16,99,13,0,3
1,1,1,0,0,0,0,14,31,2753,13.799999999999999,520,17,145,13,7,1
1,0,1,0,1,1,1,8,50,2156,1.2,565,6,158,13,6,1
1,0,0,1,0,0,11,15,9,2637,2.5,1689,3,150,8,4,2
1,0,0,1,0,0,0,1,21,331,18.4,742,7,104,11,8,0
1,1,0,0,1,1,1,6,22,1214,3.5999999999999996,1143,16,125,12,5,1
1,0,1,1,0,1,9,15,3,2248,3.5,761,15,196,19,3,2
1,0,1,1,1,1,0,14,36,3073,6.5,959,8,196,19,1,3
1,1,0,1,1,0,7,8,8,422,8.4,772,15,134,7,6,0
0,0,0,1,0,1,5,14,12,2293,2.4000000000000004,1015,2,102,5,1,1
1,1,0,1,1,1,9,14,2,3958,1.9,1824,19,103,12,2,3
1,1,1,1,1,1,1,14,29,432,0.5,1130,10,130,6,1,0
1,1,0,1,1,0,3,12,48,1152,4.0,1183,3,120,8,3,0
1,1,1,1,1,0,0,2,26,1303,12.0,574,2,118,8,4,0
1,1,0,0,0,1,4,6,20,797,6.0,1472,11,169,6,1,0
1,1,0,1,0,1,2,17,40,298,4.0,1868,17,179,8,2,0
1,0,1,0,0,0,2,7,20,3847,17.4,1375,12,147,8,0,3
1,0,1,0,0,1,1,6,64,2110,3.0,881,6,160,18,9,1
1,1,0,1,1,1,5,7,43,1921,1.5,1742,3,176,9,2,2
1,0,0,0,1,0,6,15,60,2423,1.4,1225,6,107,17,11,2
1,1,1,1,1,1,0,0,15,1658,1.0,1970,20,132,15,9,2
1,0,0,1,1,0,2,4,21,2361,4.0,1186,7,160,17,8,1
1,0,0,0,0,0,7,10,60,1380,2.8,1762,14,157,14,5,1
1,1,1,1,1,1,4,18,4,3892,8.399999999999999,1731,4,163,5,1,3
1,1,0,0,1,0,5,9,8,315,9.0,852,20,160,7,6,0
1,1,1,1,1,1,4,16,36,2289,6.0,848,19,151,10,2,1
1,1,0,0,1,1,0,20,11,2182,17.5,1575,17,185,7,3,2
1,0,1,0,1,0,7,18,23,2184,16.799999999999997,1554,20,105,13,9,2
1,0,1,1,0,0,0,2,48,2872,12.8,1972,11,92,7,2,3
1,1,1,1,1,0,9,17,35,2367,3.5999999999999996,827,15,87,5,3,1
1,0,0,0,0,1,7,10,3,1919,6.0,1063,20,155,12,10,1
0,0,0,0,1,0,1,10,34,3296,11.5,1695,14,84,17,6,3
1,1,1,0,1,1,5,10,14,462,19.2,1343,11,81,18,7,0
1,1,0,0,0,1,2,16,27,1591,0.5,834,20,123,11,9,1
1,1,1,0,0,0,0,18,20,1593,5.2,595,2,122,19,11,0
1,1,0,1,1,0,13,17,42,2456,13.299999999999999,1081,7,101,7,4,1
0,0,0,0,1,1,3,4,14,2933,5.6,911,11,199,16,3,3
1,1,0,0,1,0,1,2,22,3154,15.400000000000002,844,7,197,14,11,3
1,0,0,1,0,0,3,4,60,3615,6.0,1335,9,180,5,2,3
0,0,0,0,0,0,9,16,24,3563,1.6,1883,3,87,17,10,3
1,0,0,1,1,0,6,7,33,1440,4.0,1128,19,147,17,15,1
1,1,0,1,1,0,14,17,57,1907,4.8,826,5,117,15,14,1
1,1,1,0,0,1,0,1,38,324,2.3,1650,2,89,14,10,0
1,0,1,0,0,1,0,10,50,1404,4.0,1162,15,104,10,3,1
1,1,0,0,0,0,2,18,8,2738,10.0,1517,12,169,18,16,2
1,1,0,0,0,0,1,3,60,2722,1.5,963,16,156,12,6,2
1,1,1,0,1,0,5,6,12,2294,8.0,1837,20,103,8,7,3
1,1,1,1,0,0,1,10,30,1424,2.8,1028,13,193,18,4,1
0,0,0,1,1,1,4,9,55,1133,17.6,1831,10,189,14,3,1
1,1,1,1,1,0,5,11,58,555,12.0,571,11,101,19,10,0
1,0,1,1,0,0,0,5,9,3785,13.799999999999999,1770,14,183,13,10,3
0,0,0,1,1,0,5,19,59,3675,9.1,970,12,84,12,0,3
1,1,0,1,0,1,0,10,38,435,2.5,642,2,86,9,2,0
1,0,1,1,1,1,12,14,11,3183,15.2,622,4,193,5,0,2
1,1,0,1,0,1,9,15,6,3495,3.6,600,7,199,17,4,2
0,0,1,0,0,0,9,10,57,1853,1.7999999999999998,1412,18,86,15,10,1
1,0,0,0,0,1,7,12,16,2648,3.2,733,19,138,12,0,2
0,0,0,1,0,1,9,16,19,2647,21.0,1070,20,160,14,13,2
1,0,1,1,1,1,1,8,30,702,5.6,875,15,146,19,15,0
1,0,0,1,0,0,5,7,5,1836,1.4,1994,18,189,12,11,2
1,1,0,0,1,1,9,16,18,3894,5.0,823,9,182,13,10,3
1,1,1,0,0,0,9,19,30,2944,1.0,1908,17,111,19,17,3
1,1,0,0,1,1,7,8,44,3424,4.0,790,9,89,13,11,3
1,0,1,1,1,1,1,5,40,2678,1.8,1330,14,177,9,4,2
1,1,0,0,0,1,2,8,15,2424,4.0,1660,9,100,12,5,2
0,0,1,0,0,1,2,16,20,2671,13.200000000000001,1776,12,82,15,10,3
1,1,1,0,1,0,4,10,27,3078,0.5,1611,6,199,15,2,2
1,1,0,1,1,1,0,1,15,2304,1.5,1410,18,92,18,4,2
1,1,0,1,0,1,17,18,45,1146,3.2,1772,17,159,6,1,1
1,1,1,1,0,0,0,1,39,2335,9.1,1280,2,108,6,4,1
1,0,0,1,1,1,2,19,23,1422,6.3,1712,15,155,5,0,1
0,0,0,1,0,0,0,1,55,2096,5.6,1562,3,140,15,3,2
1,1,1,0,1,1,1,3,18,1303,11.399999999999999,891,4,153,17,16,0
1,1,1,0,1,0,18,19,36,1115,2.4,1957,18,151,16,2,1
1,0,0,0,0,1,1,2,42,456,3.0,1110,18,192,12,8,0
1,1,0,1,1,0,1,3,43,3396,11.2,875,18,104,14,2,3
0,0,0,1,0,1,0,3,28,2750,2.4,1211,14,130,6,1,2
1,1,1,0,1,0,12,19,54,941,2.0,769,20,112,15,8,0
1,1,0,0,0,0,7,19,2,2278,17.4,671,2,95,13,4,2
1,1,1,0,0,0,5,10,26,2273,2.0,1872,8,172,8,4,2
1,1,1,0,1,1,0,0,14,2355,11.5,1076,2,191,17,16,2
1,0,0,0,0,0,2,10,50,2328,1.9,1325,2,146,17,10,2
1,1,1,1,1,1,1,2,28,2638,4.4,911,13,182,8,4,1
1,0,0,1,0,0,1,14,23,558,4.199999999999999,1273,13,178,8,5,0
1,1,1,0,0,0,3,4,39,1345,2.0,1062,11,124,16,0,0
1,0,1,0,0,1,6,9,12,425,3.0,1317,11,154,7,0,0
1,0,1,0,0,1,0,1,16,2192,11.6,940,9,115,15,13,1
1,0,1,1,0,0,0,2,14,3397,12.0,729,17,135,19,15,2
1,1,0,0,0,1,6,17,3,1208,16.8,1494,17,93,14,13,1
1,1,0,1,1,1,2,6,27,267,3.2,1546,16,124,12,10,0
1,1,1,0,0,1,0,10,34,3518,2.8,1253,8,113,7,3,3
0,0,1,0,1,0,6,14,16,3122,4.0,895,4,164,7,0,2
1,1,1,1,1,1,0,2,43,1050,15.2,793,3,124,11,9,0
1,0,1,1,1,1,11,13,56,3358,3.6,1628,12,136,17,11,3
1,0,0,0,1,0,2,3,42,2929,21.6,625,17,138,10,4,2
1,1,0,0,0,0,2,5,12,624,12.0,1110,15,153,9,7,0
0,0,0,0,0,1,6,17,49,1598,1.7,999,8,132,7,0,1
1,1,0,0,1,1,0,1,24,2052,2.5,1856,10,155,17,6,2
1,1,0,0,1,1,9,20,15,1249,15.600000000000001,1715,4,120,16,2,1
1,1,0,1,0,0,2,7,54,412,3.8,1897,2,154,17,11,0
0,0,0,1,1,0,0,1,19,595,4.8,1202,3,122,19,0,0
0,0,0,1,1,0,2,19,19,263,11.9,1171,8,167,6,5,0
1,1,0,0,0,1,0,0,22,2577,16.0,964,5,86,17,16,2
0,0,1,1,1,0,6,10,46,639,9.6,1973,3,193,6,0,0
1,0,0,1,1,1,11,14,2,3206,0.6,1992,10,141,10,9,3
0,0,0,1,1,1,5,15,26,1550,13.0,546,3,159,7,2,1
1,1,0,0,0,1,1,12,31,1646,1.0,1093,6,171,12,0,1
0,0,0,1,0,1,11,14,35,1930,8.0,1880,15,200,17,7,2
1,0,0,0,0,0,3,7,11,3695,2.2,1765,18,87,6,5,3
1,1,1,0,1,0,1,11,36,3235,4.0,1640,10,87,6,1,3
0,0,0,0,0,1,0,12,7,2334,3.0,1830,14,191,8,7,2
0,0,0,0,0,0,3,19,62,1998,2.4,826,17,187,17,4,1
1,1,0,0,0,0,0,2,7,2258,2.2,1864,10,142,10,1,2
1,1,1,1,0,1,16,17,42,1869,4.2,586,7,121,12,2,1
1,1,1,0,1,0,10,13,30,1825,9.0,1206,4,127,7,1,2
1,1,1,1,1,1,1,2,5,3946,2.5,832,14,165,12,5,3
1,0,1,1,0,1,1,3,8,436,19.599999999999998,848,15,103,10,6,0
1,0,0,0,0,0,0,2,53,2678,17.4,1851,8,112,6,0,2
1,0,1,1,0,0,7,11,59,3887,0.5,1166,7,80,8,6,3
1,0,1,1,1,1,10,16,35,1813,8.4,1776,20,172,16,13,1
1,1,1,1,0,1,2,10,27,817,2.4,1254,16,134,14,1,0
1,1,0,0,1,0,4,17,24,3614,1.6,1494,9,101,15,12,3
1,1,0,1,1,1,0,18,39,2013,17.6,984,16,119,11,7,1
0,0,1,1,0,0,1,17,5,543,4.0,1179,18,154,8,7,0
0,0,1,0,0,1,8,13,27,3400,15.2,513,13,174,16,6,2
0,0,0,0,1,0,3,4,17,2623,3.0,557,16,89,17,16,1
1,1,0,0,1,0,0,2,33,2700,6.8,744,19,105,9,3,2
1,1,0,1,1,1,9,10,21,1400,1.6,1129,13,116,11,0,1
1,1,0,0,1,0,0,20,58,3127,11.5,1148,11,170,10,7,2
1,1,1,0,0,1,12,17,44,2803,13.5,1793,6,175,19,9,3
0,0,1,0,1,1,3,11,15,2518,11.5,1310,5,150,18,17,2
1,0,0,0,0,1,1,15,6,3564,7.199999999999999,1604,2,191,7,2,3
1,0,1,0,0,0,2,3,37,2515,1.6,1676,4,145,14,8,2
1,0,1,0,1,1,1,7,40,3654,8.399999999999999,1001,10,117,13,9,3
1,1,1,0,0,1,0,19,24,3930,21.6,1086,18,135,17,1,3
1,1,0,1,1,1,7,19,39,3476,3.5,1986,17,89,11,8,3
1,0,1,1,0,0,5,12,41,3242,0.8,634,4,192,18,11,3
1,0,0,0,0,1,7,8,52,2666,4.800000000000001,502,20,82,5,4,2
1,0,1,0,0,0,6,7,48,1695,8.8,1641,17,97,13,6,2
1,1,1,0,1,0,0,1,15,3510,4.199999999999999,623,18,189,14,4,2
0,0,0,1,1,0,3,20,17,3438,8.8,962,20,161,14,3,3
1,1,0,1,0,1,3,10,41,2033,10.8,1057,2,97,16,9,1
1,0,0,0,0,0,1,2,62,1017,1.5,1862,9,182,11,3,1
1,1,1,1,1,0,5,10,38,1686,6.0,555,8,193,8,1,1
1,1,0,0,0,0,1,12,58,862,13.5,1000,20,135,7,0,0
1,1,0,0,0,1,6,14,11,957,2.5,841,11,81,6,5,0
0,0,1,0,0,0,5,12,16,3494,11.6,865,14,89,13,3,3
1,1,1,0,1,1,11,13,56,3083,10.4,999,11,165,8,4,2
1,0,1,0,0,1,12,14,30,1656,7.199999999999999,1232,15,131,8,4,1
1,1,0,0,0,1,6,12,34,313,4.6,1194,19,165,15,1,0
1,1,1,1,1,1,1,6,20,3282,4.0,612,18,179,16,2,3
0,0,1,1,0,1,0,4,47,3629,17.4,1362,5,186,19,17,3
1,1,1,0,1,1,11,14,44,1687,3.4,1469,5,169,15,5,1
1,1,0,1,0,1,13,20,28,1149,3.2,986,18,182,8,7,0
1,1,1,0,0,0,1,7,62,3899,8.399999999999999,1843,6,104,5,4,3
1,1,0,0,1,1,10,13,4,1783,1.0,1561,10,134,13,12,2
1,1,0,1,1,1,2,13,47,1629,2.5,1695,11,189,8,6,1
0,0,0,0,1,1,3,7,8,2528,2.6,667,8,185,11,8,2
1,1,0,1,0,1,0,2,2,3256,14.0,1768,5,88,9,6,3
0,0,1,1,1,0,16,17,41,2341,22.4,1269,16,180,10,9,2
1,0,0,1,1,0,6,12,57,2785,2.8,1109,16,151,15,10,2
1,1,0,0,1,0,14,17,14,3761,1.5,936,12,164,13,1,3
1,1,1,1,0,0,9,16,5,1513,12.0,1713,2,199,15,6,1
1,1,0,1,1,1,1,7,45,2240,3.4,1175,5,167,10,6,1
1,1,1,1,1,1,0,1,5,820,4.0,1940,3,194,19,18,1
1,1,1,1,0,1,2,3,59,1875,1.0,855,8,159,16,8,1
1,1,1,1,1,1,0,17,33,920,1.5,771,10,157,16,2,0
1,1,1,0,0,0,10,14,63,3615,10.0,645,13,174,18,8,2
0,0,1,0,0,0,2,3,7,1412,12.6,1307,5,88,16,9,1
0,0,0,0,1,1,4,13,5,361,2.9,1948,10,136,6,1,0
1,0,0,0,1,1,5,8,50,1540,2.4,1509,3,81,12,8,1
1,1,1,1,1,0,3,9,11,1077,5.6,626,4,109,6,1,0
0,0,1,0,1,0,0,1,40,3610,10.0,1190,9,93,13,7,3
0,0,0,1,1,0,10,18,57,512,12.600000000000001,1727,6,158,5,2,0
0,0,1,1,0,0,14,20,62,3024,24.0,1670,20,114,6,0,3
1,1,0,1,1,0,4,17,27,1610,0.5,1150,16,134,11,0,1
1,1,0,0,0,0,5,19,16,2201,2.9,1208,12,175,17,16,1
1,1,1,1,1,1,4,15,42,3338,9.1,1812,11,162,18,13,3
0,0,1,1,1,0,6,9,61,3473,6.0,770,4,196,7,3,3
1,1,1,1,1,1,10,17,10,2203,10.4,1559,15,114,7,5,1
1,0,0,0,0,1,10,11,13,940,2.0,1902,15,155,14,10,1
0,0,1,0,0,1,1,9,4,1155,20.0,1751,12,146,19,14,1
0,0,1,1,1,0,0,0,20,3872,7.2,1416,7,93,10,2,3
1,1,1,0,1,0,3,6,61,1882,3.0,1288,10,115,16,6,2
1,1,0,1,0,0,16,19,16,1798,23.2,1003,10,119,16,7,1
1,1,0,1,1,0,1,3,18,2598,3.0,1715,3,96,17,2,3
1,1,0,0,0,1,0,7,46,1567,0.5,1967,7,199,15,2,1
1,0,0,0,1,0,14,20,2,1491,1.0,962,14,125,16,2,1
1,1,0,0,0,0,5,7,42,2003,3.0,1487,3,120,12,4,2
1,1,0,1,1,0,4,6,54,3905,6.4,1569,4,190,6,2,3
1,1,1,0,0,1,5,10,57,291,15.0,1146,11,111,19,9,0
1,1,1,1,0,0,6,13,9,1693,12.0,1379,18,118,11,4,1
1,1,1,0,1,0,7,9,25,1788,7.6,1504,13,152,13,11,1
0,0,1,0,0,0,3,5,26,3322,7.199999999999999,1945,20,112,18,7,3
1,1,1,1,1,0,0,1,32,1751,16.799999999999997,1630,20,80,12,10,2
1,0,0,1,0,1,10,14,23,1641,2.7,1125,12,117,14,8,1
1,1,1,1,0,0,4,7,51,2854,4.8999999999999995,614,12,178,10,7,2
1,1,0,0,0,0,5,9,17,3115,4.0,854,2,101,7,0,2
1,0,1,1,1,0,6,9,45,3259,1.7,1470,14,121,10,1,3
1,1,0,1,1,1,5,6,49,1612,4.0,1826,17,172,17,9,2
0,0,0,1,1,0,0,0,37,2319,2.0,807,4,127,5,4,1
1,1,0,1,1,0,0,4,7,1258,14.0,1996,16,138,17,14,1
0,0,1,1,0,0,3,5,41,1543,10.0,1083,10,158,18,3,1
1,1,0,0,1,0,14,15,49,3991,1.0,1035,19,178,12,4,3
1,1,0,1,0,0,5,9,62,3555,1.6,1521,19,143,5,2,3
1,1,0,1,1,0,13,18,5,3411,11.2,1314,18,87,17,16,3
0,0,0,0,0,0,5,19,24,524,15.2,535,4,190,9,3,0
1,1,1,1,0,0,13,14,35,3541,11.399999999999999,673,4,142,18,17,3
0,0,0,0,1,0,5,7,4,1998,9.600000000000001,1219,4,169,9,2,2
1,1,0,1,1,0,0,0,33,3437,2.5,1606,2,200,11,1,3
1,1,1,1,1,0,1,8,17,1637,1.0,1603,11,114,17,3,1
1,1,0,0,0,0,6,14,52,3064,0.5,1958,3,153,7,6,3
1,1,1,0,0,1,18,19,12,2855,1.0,695,7,196,16,13,2
1,1,1,0,1,1,0,12,53,1393,0.6,1441,4,106,9,4,1
1,1,0,0,1,0,4,10,33,1633,15.400000000000002,1470,4,138,18,4,2
1,1,1,0,0,0,4,5,48,2392,4.4,1890,15,127,10,4,3
1,1,1,1,1,0,0,0,26,3284,4.2,1152,8,82,15,2,3
1,0,1,1,0,0,3,9,20,464,5.4,1619,16,117,7,5,0
1,0,0,1,0,1,1,7,45,1234,12.6,1002,18,180,19,13,0
1,1,1,1,0,1,0,1,36,292,1.5,742,6,139,8,0,0
1,1,0,1,1,0,2,9,33,2521,6.300000000000001,1306,16,174,6,5,2
1,0,0,1,1,0,0,0,20,2658,14.5,1424,19,180,15,0,2
0,0,1,0,1,1,8,9,27,587,5.6,942,13,91,6,3,0
1,1,1,1,0,0,8,16,2,2190,10.8,1934,9,118,18,1,2
1,1,0,1,1,0,19,20,35,879,5.6,1290,8,110,16,2,0
0,0,0,0,1,1,0,13,54,1743,2.1,930,9,80,7,1,2
1,0,0,1,0,1,16,20,21,1181,2.0,1699,18,156,16,0,1
1,0,1,1,0,0,1,12,29,3330,3.5,1849,15,181,14,4,3
1,1,0,0,0,0,15,16,42,3564,4.0,1922,17,153,12,1,3
1,1,1,0,1,1,0,14,56,562,4.0,548,8,146,17,14,0
1,1,0,1,0,1,0,1,47,1659,2.0,916,11,82,11,10,1
0,0,1,1,0,0,8,11,14,1816,4.0,1783,7,183,12,7,2
1,1,1,1,1,1,2,9,49,1338,7.0,1083,5,156,16,8,0
1,1,0,0,0,1,10,12,7,2992,22.4,1698,17,131,15,3,2
1,1,0,0,1,1,5,20,7,315,6.4,1969,7,85,16,7,0
0,0,1,0,0,0,0,3,2,3249,13.299999999999999,869,12,197,19,0,2
0,0,0,1,1,1,0,1,5,3242,10.8,1337,20,200,10,1,2
0,0,0,1,1,0,2,6,28,2725,3.2,637,7,194,15,10,2
1,1,1,1,1,0,0,2,27,586,2.4,833,19,145,19,8,0
1,1,0,0,0,1,6,8,9,2454,7.199999999999999,1248,13,89,9,8,2
0,0,1,1,0,1,7,20,30,804,3.6,1174,16,147,17,14,0
1,1,0,1,0,0,3,14,44,2460,16.099999999999998,1831,18,148,10,5,2
1,0,1,0,1,0,7,10,27,1295,2.6,1002,17,146,18,15,0
1,1,0,1,1,1,2,3,8,2625,10.0,1010,12,139,15,11,2
1,0,1,1,1,0,2,19,21,1999,1.0,1117,2,177,15,9,1
1,0,0,1,1,0,3,7,15,2698,5.4,990,6,153,11,8,2
1,1,0,0,0,1,5,16,26,3742,8.399999999999999,1564,13,129,13,3,3
1,1,1,0,1,0,0,3,21,1193,14.0,1065,20,158,16,13,1
1,0,1,0,0,1,12,16,24,3511,7.700000000000001,1982,15,129,16,14,3
1,1,0,0,1,1,6,8,20,885,2.2,1607,14,192,11,1,0
1,1,0,0,1,0,6,7,5,1044,15.0,1066,11,167,8,7,0
1,1,1,0,1,0,12,19,17,2548,2.5,681,5,194,6,1,2
1,1,1,1,1,0,0,1,19,2940,4.2,1163,15,132,13,0,2
1,1,1,0,1,1,4,7,11,3966,4.0,1285,2,199,17,15,3
1,1,0,1,0,0,11,20,48,3484,4.0,753,16,121,11,10,3
0,0,0,1,1,1,2,3,5,1246,2.6,1779,20,90,12,2,1
1,1,0,1,0,1,4,8,52,2757,5.699999999999999,987,15,83,17,12,2
1,1,0,0,1,0,15,18,24,2378,2.7,511,4,136,18,3,1
1,1,1,0,0,1,4,5,12,1794,10.8,1044,19,104,18,7,1
1,0,1,0,0,0,5,18,32,3933,4.0,1855,7,187,7,0,3
1,0,1,1,0,0,9,10,26,1637,8.399999999999999,946,6,186,7,3,0
1,0,0,1,1,1,2,8,21,783,15.2,657,11,110,6,1,0
0,0,0,1,0,0,2,6,42,3094,8.0,1673,20,182,12,4,2
1,1,0,1,1,0,0,0,28,1774,4.0,731,10,130,12,8,1
1,1,1,1,0,0,6,14,59,256,5.6000000000000005,926,2,161,18,7,0
1,1,1,0,0,0,3,9,52,1365,1.0,1261,16,86,9,3,1
1,1,0,0,0,1,11,20,45,2339,3.3000000000000003,618,10,188,19,2,2
1,1,0,1,0,1,5,6,57,2049,4.6,936,5,129,12,8,1
1,1,0,1,1,1,0,1,28,3241,4.5,1485,11,158,14,11,3
1,1,0,1,1,1,10,11,21,867,2.0,1339,3,80,8,3,0
0,0,1,1,0,0,1,9,50,2175,6.5,508,14,82,14,4,1
0,0,0,1,1,1,5,9,44,3497,1.0,1938,18,121,18,10,3
1,0,1,0,1,0,1,3,10,609,5.2,995,5,104,11,3,0
1,1,0,1,1,1,0,1,43,3285,10.2,1086,17,111,11,5,2
1,1,0,0,1,0,1,3,35,3684,2.3,1322,6,157,15,8,3
0,0,1,0,1,0,2,6,57,3586,11.399999999999999,1864,8,181,19,9,3
1,1,1,1,0,0,1,9,26,2322,2.0,1944,7,92,19,8,2
1,1,1,0,0,1,5,10,56,354,1.2,581,13,180,10,4,0
1,1,1,1,1,0,3,4,27,3204,2.8,1020,9,128,18,1,3
0,0,1,0,0,0,2,3,44,1400,3.9000000000000004,1936,3,139,17,7,1
1,1,0,1,0,1,5,6,23,2308,13.6,1329,9,198,11,10,1
1,0,1,1,1,0,3,15,46,1082,4.0,808,10,105,15,5,0
0,0,0,0,1,0,4,17,40,3104,2.4,994,11,164,17,7,2
1,1,1,1,0,0,3,8,22,2847,4.0,1811,4,82,9,2,2
0,0,1,1,0,1,3,11,44,2256,20.0,765,19,88,6,1,2
0,0,1,1,1,0,0,13,16,1113,16.099999999999998,993,6,106,14,1,0
1,0,1,1,0,1,15,19,32,3210,9.600000000000001,1136,8,150,10,3,3
1,1,1,1,1,1,0,9,23,3990,3.0,719,12,113,14,9,3
1,0,1,1,1,0,0,10,63,984,4.2,733,9,105,17,4,0
1,0,0,0,1,0,8,19,8,3117,21.6,1946,2,123,6,0,3
1,1,1,1,0,1,0,2,48,1622,11.200000000000001,1230,16,111,18,17,2
1,1,1,0,1,1,0,7,64,2967,3.0,1577,7,105,7,3,3
1,1,1,1,0,0,3,4,12,1037,4.199999999999999,1514,15,138,15,3,0
0,0,1,1,0,0,3,10,7,2908,20.0,579,11,89,12,4,2
1,1,0,1,0,0,1,3,30,1167,6.0,574,19,126,5,3,0
0,0,0,1,1,1,6,16,19,2715,17.6,1072,16,114,15,9,2
0,0,1,0,1,0,1,4,16,1734,9.1,843,14,119,17,8,1
0,0,1,1,0,1,5,7,11,2259,4.5,1492,19,85,14,12,3
0,0,0,1,0,1,0,0,16,2921,8.7,1807,17,125,8,5,3
0,0,0,1,1,1,7,9,47,1244,2.0999999999999996,909,16,146,14,10,0
1,1,1,0,1,1,9,19,64,3132,3.9000000000000004,1876,2,98,17,0,3
1,1,0,1,1,0,3,4,23,2488,12.0,1436,8,106,8,4,2
1,1,0,0,1,0,10,16,29,1052,3.0,1251,11,133,11,9,0
1,1,0,0,0,0,8,15,28,2927,1.0,636,3,152,15,6,2
1,1,0,1,1,1,3,6,26,2090,2.8,1354,13,136,5,1,1
1,1,1,1,1,0,3,16,34,2131,2.0,930,6,190,7,2,2
1,1,0,1,0,0,7,11,47,3362,1.0,1830,11,117,13,10,3
1,1,1,0,1,1,16,18,23,1053,2.0,1424,16,80,14,11,1
0,0,0,1,1,1,1,2,51,1799,7.2,583,7,88,16,9,1
1,1,0,1,1,0,9,20,54,3124,2.5,648,13,109,5,0,3
1,1,0,1,1,1,0,12,11,1672,1.0,1203,19,109,17,13,0
1,0,0,0,1,1,0,7,15,1552,8.8,1777,10,100,10,8,1
1,0,1,1,1,0,0,6,64,1938,16.799999999999997,1299,5,83,19,8,1
1,1,0,0,0,0,2,9,47,3202,3.8,1494,14,129,13,1,3
0,0,0,0,1,0,4,11,53,1302,0.7,527,13,128,13,7,0
1,1,0,1,1,1,1,2,64,2296,11.2,793,5,179,12,0,1
1,0,1,1,1,0,6,9,8,575,3.5,873,7,152,15,8,0
0,0,0,0,0,0,12,20,12,2359,6.6000000000000005,722,3,93,13,6,1
1,1,1,1,0,1,14,18,20,3314,7.5,1250,6,167,6,5,2
1,0,0,0,0,0,0,1,60,440,5.1,1358,13,147,14,10,0
1,0,0,1,1,1,8,10,11,2002,11.399999999999999,1035,5,173,17,8,1
1,1,0,0,1,1,3,17,16,3167,4.800000000000001,1289,20,161,14,8,3
1,0,1,0,1,1,2,6,37,3480,4.4,1445,17,82,17,16,3
1,1,1,1,1,0,12,19,47,595,4.6,1702,19,107,10,0,1
0,0,1,0,1,1,4,16,2,2466,2.5,534,18,85,5,3,2
0,0,0,1,0,1,5,6,60,1337,10.8,628,14,87,12,7,1
1,0,1,0,1,0,4,17,53,1462,1.4,713,13,98,19,18,0
1,0,0,0,0,1,0,0,58,503,4.0,1207,5,112,7,3,0
0,0,0,1,0,0,7,8,30,2066,14.700000000000001,683,15,197,9,0,1
0,0,1,1,0,1,1,2,27,708,13.0,594,17,196,17,5,0
